event_id,timestamp,user_id,department,role,action,resource,method,status_code,source_ip,source_country,source_city,user_agent,session_id,data_transferred_bytes,hour,is_failed_login,Z_bytes,Z_failed,geo_risk,time_risk,risk_score
3afee111-dcb7-4c66-85c4-ccafa9d1005d,2026-08-03 01:04:43+00:00,user_0016,IT,admin,drive,/api/v1/reports,PUT,401,192.168.7.120,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,79ae57b8-02d,602,1,1,-0.10870823692108589,3.1443815056766766,0.0,1.5,4.6462600868358
167806fc-5d36-4a43-958d-49a5ccce777c,2026-08-03 01:13:40+00:00,user_0010,Engineering,employee,login,/api/v1/login,POST,403,10.48.200.87,RU,Moscow,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,a41978c2-7c5,2990,1,1,-0.10803225300287436,3.1443815056766766,2.0,1.5,6.646236803060189
6692d8df-0078-477f-a730-10cfc1f6fe7a,2026-08-03 01:38:17+00:00,user_0028,HR,employee,slack,/api/v1/admin/audit,POST,401,192.168.2.98,UZ,Tashkent,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,86c71a2d-0c4,517,1,1,-0.10873229832520984,3.1443815056766766,0.0,1.5,4.646260918287071
10f8628a-1b66-4534-be68-f05327b7ad8c,2026-08-03 02:05:34+00:00,user_0016,IT,admin,slack,/api/v1/users,POST,401,192.168.6.109,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,7b2306da-451,2080,2,1,-0.10828985156467189,3.1443815056766766,0.0,1.5,4.646245658748443
4757632d-08e0-48fa-a64f-6ba208adff8d,2026-08-03 02:10:52+00:00,user_0009,IT,admin,shopify,/api/v1/users,PUT,401,20.163.71.231,AE,Mumbai,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,7cdc1961-09d,3516,2,1,-0.10788335537264854,3.1443815056766766,2.0,1.5,6.646231693885239
88bb1f74-05d2-4214-b0f2-1566cf3eb560,2026-08-03 02:22:16+00:00,user_0006,Engineering,admin,sap,/api/v1/users,PUT,401,192.168.8.98,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,61fca889-acd,4384,2,1,-0.10763764597524167,3.1443815056766766,0.0,1.5,4.6462232781658415
883c82ca-2e0e-4065-9f15-806a28d5cf84,2026-08-03 02:27:58+00:00,user_0046,Marketing,admin,health,/api/v1/admin/audit,DELETE,401,192.168.1.238,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,3a10eeb3-644,1765,2,1,-0.1083790202976018,3.1443815056766766,0.0,1.5,4.6462487290871
54d793ed-6e43-4079-ad37-c5f412ea63a7,2026-08-03 02:29:23+00:00,user_0034,Finance,manager,health,/api/v1/tasks,PUT,403,192.168.8.114,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,72cac365-cb7,1261,2,1,-0.10852169027028966,3.1443815056766766,0.0,1.5,4.646253646879197
8ad470d8-0586-461d-a646-d0c7d56c2a31,2026-08-03 02:31:23+00:00,user_0042,Sales,employee,login,/api/v1/login,GET,401,160.112.80.85,TR,Almaty,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,da97a709-287,4795,2,1,-0.10752130200941883,3.1443815056766766,2.0,1.5,6.646219299989644
3f8b8542-4f73-4096-8f5a-92cdc54db462,2026-08-03 03:08:20+00:00,user_0034,Finance,manager,salesforce,/api/v1/dashboard,POST,401,192.168.8.114,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,53526438-c51,2365,3,1,-0.108209175092021,3.1443815056766766,0.0,1.5,4.646242882998008
dc102582-a44c-4634-bf5f-e44a9cc315e4,2026-08-03 04:19:26+00:00,user_0044,Finance,intern,gmail,/api/v1/dashboard,DELETE,403,192.168.9.14,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,26b8436e-42c,4885,4,1,-0.10749582522858171,3.1443815056766766,0.0,1.5,4.646218429429702
203fda50-bd72-455c-b78f-eb135dfdf351,2026-08-03 04:28:25+00:00,user_0041,Finance,intern,api,/api/v1/health,GET,401,192.168.10.230,UZ,Tashkent,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,abe4ad04-8b9,1142,4,1,-0.10855537623606318,3.1443815056766766,0.0,1.5,4.646254808967525
2eac700b-ab1c-4c20-9d81-3a3a1561f560,2026-08-03 05:23:00+00:00,user_0019,Sales,employee,login,/api/v1/login,POST,403,10.97.177.13,RU,Moscow,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,3dcfbc21-dc3,1608,5,1,-0.10842346312639543,3.1443815056766766,2.0,1.5,6.646250260325431
0b1bafb1-03dd-40c0-90c3-21569a376192,2026-08-03 05:27:30+00:00,user_0034,Finance,manager,slack,/api/v1/notifications,GET,403,192.168.8.114,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,15e16715-dd2,132,5,1,-0.10884128233212417,3.1443815056766766,0.0,1.5,4.646264686573783
75059668-5850-404b-91b2-7f86c58a8a28,2026-08-03 05:40:15+00:00,user_0005,Finance,admin,login,/api/v1/login,GET,403,10.30.50.54,RU,Moscow,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,7e264654-7e3,1391,5,1,-0.10848489047574715,3.1443815056766766,2.0,1.5,6.6462523777826625
0dd1282e-f7f5-429e-add0-85740ab26e0b,2026-08-03 06:06:21+00:00,user_0021,IT,manager,search,/api/v1/payroll,GET,401,192.168.2.108,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,50e0f975-ffe,1679,6,1,-0.10840336477706837,3.1443815056766766,0.0,0.0,3.146249567776929
a716e16b-1568-42ba-aa02-7e1a46f87f3b,2026-08-03 22:37:12+00:00,user_0050,HR,employee,zoom,/api/v1/admin/users,DELETE,403,164.79.163.121,GB,Istanbul,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,5db638b6-463,1225,22,1,-0.1085318809826245,3.1443815056766766,2.0,0.0,5.146253998397324
37db2287-dd91-42d7-93fb-7844c0823f16,2026-08-03 23:02:35+00:00,user_0047,IT,employee,api,/api/v1/import,PUT,403,192.168.10.201,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,463945d0-a2a,168,23,1,-0.10883109161978932,3.1443815056766766,0.0,0.0,3.146264334054702
af750d13-7d45-41ee-a4d4-c59c6ae5f55c,2026-08-03 23:18:29+00:00,user_0023,Finance,manager,search,/api/v1/billing,GET,401,192.168.5.41,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,9afa7955-f9e,3291,23,1,-0.10794704732474134,3.1443815056766766,0.0,0.0,3.14623387850739
cd14c964-cbec-4663-b8d2-728638a22241,2026-08-03 23:19:59+00:00,user_0038,Sales,intern,zoom,/api/v1/dashboard,POST,401,192.168.8.116,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,3d52c74c-129,297,23,1,-0.10879457490058946,3.1443815056766766,0.0,0.0,3.1462630711320574
93f76624-1b4d-4f1f-a25f-6814f9be44e5,2026-08-03 23:43:24+00:00,user_0046,Marketing,admin,login,/api/v1/login,GET,401,180.65.18.119,IN,Beijing,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,b244026f-7a3,4877,23,1,-0.10749808983132278,3.1443815056766766,2.0,0.0,5.1462185068044635
1820d87f-7b34-4855-abed-997dd045b139,2026-08-03 23:53:00+00:00,user_0042,Sales,employee,login,/api/v1/login,POST,403,10.39.29.174,RU,Moscow,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,c6574df0-2a1,1401,23,1,-0.1084820597223208,3.1443815056766766,2.0,0.0,5.146252280177659
1b73171a-6aef-4409-a586-d9cb7ac03a43,2026-08-03 23:56:38+00:00,user_0001,Engineering,admin,login,/api/v1/login,POST,401,10.39.185.178,RU,Moscow,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,0c2ba4f4-f9f,2001,23,1,-0.10831221451674002,3.1443815056766766,2.0,0.0,5.146246428532743
dbd08b52-2ba9-49f6-b508-9a647d8813fb,2026-08-04 02:29:42+00:00,user_0045,HR,admin,zoom,/api/v1/search,GET,401,163.63.146.179,TR,Almaty,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,1693992c-0bc,1580,2,1,-0.1084313892359892,3.1443815056766766,2.0,1.5,6.646250533478408
9c910fcb-4a51-44f1-befe-cd3a386332ab,2026-08-04 02:38:05+00:00,user_0048,Sales,intern,vscode,/api/v1/files/download,GET,403,18.214.238.181,DE,New York,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,ba1bf672-a52,2361,2,1,-0.10821030739339155,3.1443815056766766,2.0,1.5,6.646242921941613
5c92d909-95df-407e-9e3f-323fe8ddf263,2026-08-04 02:53:08+00:00,user_0033,Engineering,intern,login,/api/v1/login,GET,401,83.208.115.122,RU,Berlin,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,6b5d3b2f-9a7,3785,2,1,-0.10780720810547982,3.1443815056766766,2.0,1.5,6.646229083738344
f24469c0-3d1f-46a6-9ac9-fe32dea4706c,2026-08-04 02:56:08+00:00,user_0041,Finance,intern,settings,/api/v1/admin/users,PUT,401,192.168.4.125,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,5ae46ca0-10d,2275,2,1,-0.10823465187285813,3.1443815056766766,0.0,1.5,4.646243759327551
43eaeba4-0aab-4c9a-841b-3f198d9dd9dd,2026-08-04 03:45:32+00:00,user_0017,IT,manager,drive,/api/v1/login,POST,403,128.162.39.43,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,5ff01a70-877,1387,3,1,-0.10848602277711769,3.1443815056766766,0.0,1.5,4.6462524168253765
25d2d918-8078-4d83-8d9a-1a740d68c6ad,2026-08-04 03:59:28+00:00,user_0014,Finance,admin,jira,/api/v1/calendar,PUT,403,192.168.2.182,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,ff8b7840-890,3397,3,1,-0.10791704133842206,3.1443815056766766,0.0,1.5,4.646232849147177
cf7630c5-34f2-402d-b5d2-9addf0de4b71,2026-08-04 04:09:11+00:00,user_0046,Marketing,admin,files/download,/api/v1/files/download,DELETE,200,192.168.1.238,UZ,Tashkent,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,53722806-960,34717240,4,0,9.7187159600518,-0.317953608151654,0.0,1.5,11.223915590393728
f36ba750-b388-4591-a9ca-0a4b62c54b9e,2026-08-04 04:11:39+00:00,user_0005,Finance,admin,settings,/api/v1/admin/audit,DELETE,401,192.168.8.163,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,00454809-6af,4565,4,1,-0.10758640933822479,3.1443815056766766,0.0,1.5,4.6462215256901125
9898422a-1d1d-4040-9f2a-1068ac212988,2026-08-04 05:02:37+00:00,user_0035,IT,employee,files/download,/api/v1/files/download,GET,401,192.168.10.86,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,5aa7c5c1-cdc,44767759,5,1,12.563770069632794,3.1443815056766766,0.0,1.5,14.451272270161041
d0a25602-56cb-400d-afe9-460bb10d2ede,2026-08-04 05:42:42+00:00,user_0044,Finance,intern,gmail,/api/v1/dashboard,PUT,403,192.168.6.58,UZ,Tashkent,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,6583396b-a1e,3400,5,1,-0.10791619211239416,3.1443815056766766,0.0,1.5,4.646232820018501
690d3bf9-7f15-4885-9178-9d8ad6195dfe,2026-08-04 05:54:55+00:00,user_0012,HR,admin,files/download,/api/v1/files/download,PUT,401,192.168.8.209,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,860262bb-adb,22526760,5,1,6.26789165717103,3.1443815056766766,0.0,1.5,8.51238909924968
16b80825-fdc6-41c4-bb4f-fb2afdabf754,2026-08-04 06:57:08+00:00,user_0011,Finance,manager,login,/api/v1/login,PUT,403,10.16.44.184,RU,Moscow,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,b7ebae5f-4c9,3875,6,1,-0.1077817313246427,3.1443815056766766,2.0,0.0,5.146228210865967
ea0fd958-7fdf-4fbe-807f-4d4b13bf70c2,2026-08-04 22:15:18+00:00,user_0036,HR,intern,login,/api/v1/login,PUT,403,40.123.43.142,KZ,Dubai,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,3609c98a-ae2,1874,22,1,-0.10834816508525462,3.1443815056766766,2.0,0.0,5.146247666366852
9cd74541-0fe2-456e-9386-40862a152ad1,2026-08-04 23:14:31+00:00,user_0023,Finance,manager,login,/api/v1/login,DELETE,403,160.163.95.215,RU,Berlin,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,9b02ec7e-6c0,469,23,1,-0.1087458859416563,3.1443815056766766,2.0,0.0,5.146261387893695
3601282e-2b11-4273-a34b-cb69d919c508,2026-08-04 23:16:13+00:00,user_0013,HR,manager,admin,/api/v1/admin/users,POST,401,192.168.6.113,UZ,Tashkent,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,923ac9fb-5a5,4918,23,1,-0.10748648374227476,3.1443815056766766,0.0,0.0,3.1462181102760187
79bcd112-96b7-41f5-a46a-d21d1bc30856,2026-08-04 23:23:40+00:00,user_0015,Finance,admin,zoom,/api/v1/files/download,POST,200,153.37.32.5,AE,Mumbai,Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0,52236134-b6e,1658,23,0,-0.1084093093592637,-0.317953608151654,2.0,0.0,2.335927187486229
5b8d42e4-5a6a-4e35-822d-8a85ce68e160,2026-08-04 23:31:13+00:00,user_0048,Sales,intern,settings,/api/v1/admin/audit,PUT,403,192.168.6.163,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,b2155445-14d,4316,23,1,-0.10765689509854082,3.1443815056766766,0.0,0.0,3.1462239367698834
c818f246-a8a3-4171-a9dc-e7da0b4708da,2026-08-05 00:16:40+00:00,user_0031,Engineering,employee,login,/api/v1/login,PUT,401,10.138.239.46,RU,Moscow,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,4357c0bd-cd4,3509,0,1,-0.10788533690004698,3.1443815056766766,2.0,1.5,6.646231761831852
dca93b76-c19a-4b3f-87c0-20681328fe04,2026-08-05 00:17:30+00:00,user_0035,IT,employee,files/download,/api/v1/files/download,DELETE,403,192.168.10.86,UZ,Tashkent,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,08e1288a-a87,9174460,0,1,2.4881847597104794,3.1443815056766766,0.0,1.5,5.509762892204104
616879da-acab-40dd-a397-4e8c0e5dc7b9,2026-08-05 00:18:40+00:00,user_0043,Marketing,admin,files/download,/api/v1/files/download,GET,200,192.168.1.67,UZ,Tashkent,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,873a1938-610,13850285,0,0,3.8117955236851113,-0.317953608151654,0.0,1.5,5.3250332823810185
3291f850-3719-4189-970a-a5b15b7da98d,2026-08-05 00:20:50+00:00,user_0007,HR,admin,login,/api/v1/login,DELETE,403,111.146.173.99,TR,Almaty,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,23da2949-9db,442,0,1,-0.10875352897590743,3.1443815056766766,2.0,1.5,6.646261652073177
43764855-d583-44e9-9091-4e6694078f01,2026-08-05 01:10:36+00:00,user_0047,IT,employee,login,/api/v1/login,DELETE,403,145.84.86.149,DE,New York,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 Safari/605.1.15,9af6e20c-a6f,3188,1,1,-0.1079762040850327,3.1443815056766766,2.0,1.5,6.64623487900858
